ticket_id,ticket_text,priority,ticket_text_clean
2000637,"please check, Multiple business roles are stuck in inward workflow service with a database error. The affected team cannot complete the normal workflow and the backlog is growing.",Highest,please check multiple business roles are stuck in inward workflow service with a database error the affected team cannot complete the normal workflow and the backlog is growing
2000339,"please assist, The teller application is rejecting every request with a service unavailable error. The failure affects the operations team across the live environment and there is no alternative process available.",Blocker,please assist the teller application is rejecting every request with a service unavailable error the failure affects the operations team across the live environment and there is no alternative process available
1006613,dears ph_user we have invalid files as attached regards,Highest,dears ph_user we have invalid files as attached regards
2000496,"kindly investigate, A failure in the core banking system is preventing the customer service team from processing any accounts in production. The issue started suddenly and affects the whole operation. Thanks.",Blocker,kindly investigate a failure in the core banking system is preventing the customer service team from processing any accounts in production the issue started suddenly and affects the whole operation thanks
2000499,The production clearing module has stopped responding. the operations team cannot complete customer-facing transactions and the business process is fully blocked. Regards.,Blocker,the production clearing module has stopped responding the operations team cannot complete customer facing transactions and the business process is fully blocked regards
2001667,"greetings, A report in the SFTP service takes longer than expected to load for some users. Normal processing can continue while this is investigated. Regards.",Medium,greetings a report in the sftp service takes longer than expected to load for some users normal processing can continue while this is investigated regards
2000230,"please check, The teller application is rejecting every request with a queue timeout. The failure affects one user across UAT and there is no alternative process available. Thanks.",Blocker,please check the teller application is rejecting every request with a queue timeout the failure affects one user across uat and there is no alternative process available thanks
2002494,"please assist, The logo displayed on the AML screening service page needs a small visual update. No functionality is affected. Regards.",Low,please assist the logo displayed on the aml screening service page needs a small visual update no functionality is affected regards
2000056,"please check, The core banking system is completely unavailable in the live environment; the operations team cannot access it and normal business processing has stopped. Attached are the relevant details.",Blocker,please check the core banking system is completely unavailable in the live environment the operations team cannot access it and normal business processing has stopped attached are the relevant details
2002022,we need your support: The date format on one report in the archive module is inconsistent with the other reports. Please correct the presentation. Please advise.,Low,we need your support the date format on one report in the archive module is inconsistent with the other reports please correct the presentation please advise
2000161,"dears, All branches are reporting failures when using the payment gateway. No business roles can be completed and the business is unable to continue normal processing.",Blocker,dears all branches are reporting failures when using the payment gateway no business roles can be completed and the business is unable to continue normal processing
2000813,The internet banking portal is processing transactions incorrectly in the test environment. Several requests have reached an invalid status and require intervention before they can continue. Thanks.,Highest,the internet banking portal is processing transactions incorrectly in the test environment several requests have reached an invalid status and require intervention before they can continue thanks
2001488,"please check, A recent change caused batches processing to fail for multiple branches in the branch environment. Please check the logs and confirm the required fix. Kindly check and update.",High,please check a recent change caused batches processing to fail for multiple branches in the branch environment please check the logs and confirm the required fix kindly check and update
2000058,"dears, The archive module is down in the branch environment. one user are unable to log in and critical operations cannot continue. Attached are the relevant details.",Blocker,dears the archive module is down in the branch environment one user are unable to log in and critical operations cannot continue attached are the relevant details
2001105,Users in the operations team are unable to complete branches in the internet banking portal. A queue timeout is shown and the issue is affecting normal work. Thanks.,High,users in the operations team are unable to complete branches in the internet banking portal a queue timeout is shown and the issue is affecting normal work thanks
2000671,"please assist, An integration between the teller application and the downstream service is failing. scanned checks are not being transferred correctly and the issue is affecting several teams. Attached are the relevant details.",Highest,please assist an integration between the teller application and the downstream service is failing scanned checks are not being transferred correctly and the issue is affecting several teams attached are the relevant details
2002003,we need your support: The date format on one report in the AML screening service is inconsistent with the other reports. Please correct the presentation.,Low,we need your support the date format on one report in the aml screening service is inconsistent with the other reports please correct the presentation
2001183,"please check, The SFTP service is intermittently failing when processing accounts. The issue affects the operations team, although some requests continue to work. Please advise.",High,please check the sftp service is intermittently failing when processing accounts the issue affects the operations team although some requests continue to work please advise
2001233,"dears, Some scanned checks are being rejected by the mobile banking application even though similar requests succeed. Please investigate the validation or integration error. Attached are the relevant details.",High,dears some scanned checks are being rejected by the mobile banking application even though similar requests succeed please investigate the validation or integration error attached are the relevant details
2002025,"please check, A non-critical tooltip in the SFTP service is incorrect. Please update the wording in a future release. Kindly check and update.",Low,please check a non critical tooltip in the sftp service is incorrect please update the wording in a future release kindly check and update
2000857,we need your support: A major issue in the AML screening service is causing approval requests to fail for the operations team in the DR environment. The process is severely disrupted and needs immediate investigation. Thanks.,Highest,we need your support a major issue in the aml screening service is causing approval requests to fail for the operations team in the dr environment the process is severely disrupted and needs immediate investigation thanks
2001673,"please check, A report in the AML screening service takes longer than expected to load for some users. Normal processing can continue while this is investigated.",Medium,please check a report in the aml screening service takes longer than expected to load for some users normal processing can continue while this is investigated
2001311,"greetings, A recent change caused customer records processing to fail for a small group of users in production. Please check the logs and confirm the required fix. Kindly check and update.",High,greetings a recent change caused customer records processing to fail for a small group of users in production please check the logs and confirm the required fix kindly check and update
2001887,"greetings, A report in the teller application takes longer than expected to load for some users. Normal processing can continue while this is investigated. Thanks.",Medium,greetings a report in the teller application takes longer than expected to load for some users normal processing can continue while this is investigated thanks
2001395,"please check, The AML screening service is showing incorrect status for some batches. Users can continue other work, but the affected records cannot be completed normally. Kindly check and update.",High,please check the aml screening service is showing incorrect status for some batches users can continue other work but the affected records cannot be completed normally kindly check and update
2000775,"dears, The mobile banking application is processing accounts incorrectly in the live environment. Several requests have reached an invalid status and require intervention before they can continue. Regards.",Highest,dears the mobile banking application is processing accounts incorrectly in the live environment several requests have reached an invalid status and require intervention before they can continue regards
2000939,"dears, The outward workflow service is intermittently unavailable to all users. Repeated attempts to process reports fail with a queue timeout, creating a serious operational impact.",Highest,dears the outward workflow service is intermittently unavailable to all users repeated attempts to process reports fail with a queue timeout creating a serious operational impact
2001657,"dears, The teller application displays an incorrect result when a user searches for approval requests. The expected record appears later in the results. Kindly check and update.",Medium,dears the teller application displays an incorrect result when a user searches for approval requests the expected record appears later in the results kindly check and update
2000765,"greetings, The reporting portal is processing accounts incorrectly in the test environment. Several requests have reached an invalid status and require intervention before they can continue. Kindly check and update.",Highest,greetings the reporting portal is processing accounts incorrectly in the test environment several requests have reached an invalid status and require intervention before they can continue kindly check and update
2000151,The production authentication service has stopped responding. one user cannot complete customer-facing transactions and the business process is fully blocked. Please advise.,Blocker,the production authentication service has stopped responding one user cannot complete customer facing transactions and the business process is fully blocked please advise
1007003,the ph_item status now shows as “accepted” but ph_technical. date seems to be blank. this has to be rectified as ph_technical. date will be required for future enquiries. the below ph_item status differs in ph_technical and  ph_user . kindly advise. ph_technical in ph_technical – ph_technical request export in  ph_user - accepted.,Medium,the ph_item status now shows as accepted but ph_technical date seems to be blank this has to be rectified as ph_technical date will be required for future enquiries the below ph_item status differs in ph_technical and ph_user kindly advise ph_technical in ph_technical ph_technical request export in ph_user accepted
2002231,"please assist, Please remove an unused option from a dropdown in the inward workflow service. Existing processing is not affected. Please advise.",Low,please assist please remove an unused option from a dropdown in the inward workflow service existing processing is not affected please advise
2001504,"dears, A user is unable to open a specific branches in the SFTP service. Other users and functions appear to be working normally. Thanks.",Medium,dears a user is unable to open a specific branches in the sftp service other users and functions appear to be working normally thanks
2000531,we need your support: Transactions are being rejected by the internet banking portal for all users. Affected requests cannot be completed through the normal workflow and business operations are at significant risk. Thanks.,Highest,we need your support transactions are being rejected by the internet banking portal for all users affected requests cannot be completed through the normal workflow and business operations are at significant risk thanks
1007261,"ph_technical ph_technical ph_technical of on of the ph_item is attached greetings i think you are not getting the issue. everyone of us know that the cycle becomes ph_technical for ph_technical edited ph_items, but the issue is that without ph_technical edit, the ph_technical of one ph_item ph_technical has been updated to ph_technical of another ph_item which is not a normal behavior by the bank. kindly check the issue severity and update us. regards, ph_user   ph_user greetings both parameters in central and bank schema have been updated. ph_sql ph_sql regards, ph_user   ph_user greetings we will apply fixes after today's business date. the issue appears today as well. ph_sql ph_sql regards, ph_user   ph_user the ph_technical package body has been deployed in production. regards, ph_user   ph_user greetings i have attached ph_technical package from production for bank schema and central, kindly to change and send the entire package. regards, ph_user   ph_user greetings we have applied in production today, lets have close monitoring. regards, ph_user   ph_user dear sir ph_path , this is for your immediate notice that while presenting two different ph_items from different banks, the pay bank is receiving same ph_item number in its inward with cycle ph_technical, this has serious flaw in the system. hence, requesting you to verify the inward page issue in serious way and update us the same at a soonest.",High,ph_technical ph_technical ph_technical of on of the ph_item is attached greetings i think you are not getting the issue everyone of us know that the cycle becomes ph_technical for ph_technical edited ph_items but the issue is that without ph_technical edit the ph_technical of one ph_item ph_technical has been updated to ph_technical of another ph_item which is not a normal behavior by the bank kindly check the issue severity and update us regards ph_user ph_user greetings both parameters in central and bank schema have been updated ph_sql ph_sql regards ph_user ph_user greetings we will apply fixes after today s business date the issue appears today as well ph_sql ph_sql regards ph_user ph_user the ph_technical package body has been deployed in production regards ph_user ph_user greetings i have attached ph_technical package from production for bank schema and central kindly to change and send the entire package regards ph_user ph_user greetings we have applied in production today lets have close monitoring regards ph_user ph_user dear sir ph_path this is for your immediate notice that while presenting two different ph_items from different banks the pay bank is receiving same ph_item number in its inward with cycle ph_technical this has serious flaw in the system hence requesting you to verify the inward page issue in serious way and update us the same at a soonest
1007718,"greetings we have noticed a repeated scenario in  ph_name. the  ph_user  got rejected by our core system but the  ph_user  workflow continue and we sent the file to ph_name. in this case if the  ph_user  rejected, the workflow should stop. please refer to the attached files.",Medium,greetings we have noticed a repeated scenario in ph_name the ph_user got rejected by our core system but the ph_user workflow continue and we sent the file to ph_name in this case if the ph_user rejected the workflow should stop please refer to the attached files
2001308,Several user profiles remain stuck in the teller application after processing. Please investigate the workflow and advise how to recover the affected records. Thanks.,High,several user profiles remain stuck in the teller application after processing please investigate the workflow and advise how to recover the affected records thanks
2000994,"please assist, The authentication service is returning incorrect results for branches in production. The affected workflow cannot be trusted until the issue is investigated. Please advise.",Highest,please assist the authentication service is returning incorrect results for branches in production the affected workflow cannot be trusted until the issue is investigated please advise
2002181,"please check, Please update the display text for batches in the branch application. There is no functional impact.",Low,please check please update the display text for batches in the branch application there is no functional impact
2001650,One branch reported that a specific statements is not appearing correctly in the archive module. Other branches have not reported the same issue. Please advise.,Medium,one branch reported that a specific statements is not appearing correctly in the archive module other branches have not reported the same issue please advise
2001999,"greetings, The card management system is not displaying a field correctly for a small group of users. Please check the configuration and advise. Thanks.",Medium,greetings the card management system is not displaying a field correctly for a small group of users please check the configuration and advise thanks
2000220,"kindly investigate, The teller application is completely unavailable in the test environment; all users cannot access it and normal business processing has stopped. Thanks.",Blocker,kindly investigate the teller application is completely unavailable in the test environment all users cannot access it and normal business processing has stopped thanks
1009328,"greetings i have tried to test the password on ph_name test server , however , the results not as what we have requested , as system accepted to use more that one numeric characters and after changing it the atatched error appears as i need to try other scenario of the password ph_user regard greetings i have tested the below parameters on ph_name test server . but we need your confirmation implement the below points because i can't test them : ph_technical regards, greetings we need to apply it on production after working hour. regard , greetings today at 3:00 pm suit for you regard , dear as per below request from audit and it security team , we need to apply the below req ph_technical",Medium,greetings i have tried to test the password on ph_name test server however the results not as what we have requested as system accepted to use more that one numeric characters and after changing it the atatched error appears as i need to try other scenario of the password ph_user regard greetings i have tested the below parameters on ph_name test server but we need your confirmation implement the below points because i can t test them ph_technical regards greetings we need to apply it on production after working hour regard greetings today at 3 00 pm suit for you regard dear as per below request from audit and it security team we need to apply the below req ph_technical
2002330,"please check, The logo displayed on the reporting portal page needs a small visual update. No functionality is affected. Please advise.",Low,please check the logo displayed on the reporting portal page needs a small visual update no functionality is affected please advise
1006781,"greetings please note that we facing the same issue with user : ph_name regards dears , please we need to delete user but the attached error appears",High,greetings please note that we facing the same issue with user ph_name regards dears please we need to delete user but the attached error appears
2000290,A critical outage is affecting the mobile banking application in the live environment; all users are unable to perform their normal work and queued transactions cannot be processed. Attached are the relevant details.,Blocker,a critical outage is affecting the mobile banking application in the live environment all users are unable to perform their normal work and queued transactions cannot be processed attached are the relevant details
1006597,"hi, please close the ticket. hi, users are getting error while working on ph_technical on ph_technical ph_technical ph_technical and 400. they are getting this on edge only. please check screenshot",Medium,hi please close the ticket hi users are getting error while working on ph_technical on ph_technical ph_technical ph_technical and 400 they are getting this on edge only please check screenshot
2001102,we need your support: An integration issue is causing selected transactions to fail between the core banking system and another service. The problem is repeatable for affected requests. Attached are the relevant details.,High,we need your support an integration issue is causing selected transactions to fail between the core banking system and another service the problem is repeatable for affected requests attached are the relevant details
2001135,Several branches remain stuck in the SFTP service after processing. Please investigate the workflow and advise how to recover the affected records.,High,several branches remain stuck in the sftp service after processing please investigate the workflow and advise how to recover the affected records
2000302,"please assist, All branches are reporting failures when using the reporting portal. No payment files can be completed and the business is unable to continue normal processing.",Blocker,please assist all branches are reporting failures when using the reporting portal no payment files can be completed and the business is unable to continue normal processing
1008512,ph_user kindly you can close the ticket thanks kindly to check the problem we have till now ph_technical  ph_user  on ph_name. please your urgent action.,Blocker,ph_user kindly you can close the ticket thanks kindly to check the problem we have till now ph_technical ph_user on ph_name please your urgent action
2001946,"dears, A user is unable to open a specific reports in the internet banking portal. Other users and functions appear to be working normally. Thanks.",Medium,dears a user is unable to open a specific reports in the internet banking portal other users and functions appear to be working normally thanks
2000176,"please check, The production inward workflow service has stopped responding. one branch cannot complete customer-facing transactions and the business process is fully blocked. Kindly check and update.",Blocker,please check the production inward workflow service has stopped responding one branch cannot complete customer facing transactions and the business process is fully blocked kindly check and update
2000805,we need your support: A production issue is preventing a small group of users from completing an important approval workflow in the archive module. There is no reliable workaround at the moment. Thanks.,Highest,we need your support a production issue is preventing a small group of users from completing an important approval workflow in the archive module there is no reliable workaround at the moment thanks
2002062,"please check, The card management system contains a spelling mistake in a non-critical label. Please correct it when convenient.",Low,please check the card management system contains a spelling mistake in a non critical label please correct it when convenient
2001452,"dears, Users in all branches are unable to complete payment files in the branch application. A processing error is shown and the issue is affecting normal work. Attached are the relevant details.",High,dears users in all branches are unable to complete payment files in the branch application a processing error is shown and the issue is affecting normal work attached are the relevant details
2000063,"dears, All approval requests processing has stopped in production. Requests are failing across one branch and there is currently no usable workaround. Attached are the relevant details.",Blocker,dears all approval requests processing has stopped in production requests are failing across one branch and there is currently no usable workaround attached are the relevant details
1007212,"when saving ph_name ph_item bill, then go to the saved bills list and click on the bill to pay it, the frontend calls ph_technical ph_name validate and ph_name get invoices (ph_name integration through ph_technical) instead of postpaid inquiry (ph_name integration through ph_name) ph_technical ph_technical",Blocker,when saving ph_name ph_item bill then go to the saved bills list and click on the bill to pay it the frontend calls ph_technical ph_name validate and ph_name get invoices ph_name integration through ph_technical instead of postpaid inquiry ph_name integration through ph_name ph_technical ph_technical
2000665,we need your support: The outward workflow service is returning incorrect results for branches in production. The affected workflow cannot be trusted until the issue is investigated.,Highest,we need your support the outward workflow service is returning incorrect results for branches in production the affected workflow cannot be trusted until the issue is investigated
2000489,"dears, All clearing messages processing has stopped in production. Requests are failing across the finance team and there is currently no usable workaround. Attached are the relevant details.",Blocker,dears all clearing messages processing has stopped in production requests are failing across the finance team and there is currently no usable workaround attached are the relevant details
2000871,"greetings, A production issue is preventing one user from completing an important approval workflow in the AML screening service. There is no reliable workaround at the moment.",Highest,greetings a production issue is preventing one user from completing an important approval workflow in the aml screening service there is no reliable workaround at the moment
2000430,"kindly investigate, All branches are reporting failures when using the payment gateway. No reports can be completed and the business is unable to continue normal processing. Thanks.",Blocker,kindly investigate all branches are reporting failures when using the payment gateway no reports can be completed and the business is unable to continue normal processing thanks
2000194,"kindly investigate, All branches are reporting failures when using the archive module. No transactions can be completed and the business is unable to continue normal processing. Kindly check and update.",Blocker,kindly investigate all branches are reporting failures when using the archive module no transactions can be completed and the business is unable to continue normal processing kindly check and update
1006841,"greetings please close the case. issue is resolved. hello we have a ph_item ph_technical ph_technical is not matched in central bank onus, please check. regards",Medium,greetings please close the case issue is resolved hello we have a ph_item ph_technical ph_technical is not matched in central bank onus please check regards
2002102,"please check, A minor formatting issue is visible in the internet banking portal report. The data and processing are correct. Attached are the relevant details.",Low,please check a minor formatting issue is visible in the internet banking portal report the data and processing are correct attached are the relevant details
2001099,"please assist, The outward workflow service is not receiving some payments from the upstream service. The missing records need to be investigated and reprocessed. Regards.",High,please assist the outward workflow service is not receiving some payments from the upstream service the missing records need to be investigated and reprocessed regards
1008625,عند محاولة ادخال بيانات ph_item لا يظهر اسم العميل كاملا وعند الاستعلام من خلال النظام البنكي على اسم العميل لوحظ ان اسم العميل مركب وكما يظهر في اسم العميل المرفق ph_name للمساعدة لطفا في حل المشكلة,High,عند محاولة ادخال بيانات ph_item لا يظهر اسم العميل كاملا وعند الاستعلام من خلال النظام البنكي على اسم العميل لوحظ ان اسم العميل مركب وكما يظهر في اسم العميل المرفق ph_name للمساعدة لطفا في حل المشكلة
2001853,"kindly investigate, A user receives a authentication error while performing a specific action in the inward workflow service. The rest of the application is available. Thanks.",Medium,kindly investigate a user receives a authentication error while performing a specific action in the inward workflow service the rest of the application is available thanks
2000938,The reporting portal is returning incorrect results for payments in production. The affected workflow cannot be trusted until the issue is investigated. Kindly check and update.,Highest,the reporting portal is returning incorrect results for payments in production the affected workflow cannot be trusted until the issue is investigated kindly check and update
2000374,"please assist, The card management system is completely unavailable in the DR environment; the customer service team cannot access it and normal business processing has stopped.",Blocker,please assist the card management system is completely unavailable in the dr environment the customer service team cannot access it and normal business processing has stopped
2000565,"kindly investigate, A major issue in the mobile banking application is causing batches to fail for the operations team in the DR environment. The process is severely disrupted and needs immediate investigation. Regards.",Highest,kindly investigate a major issue in the mobile banking application is causing batches to fail for the operations team in the dr environment the process is severely disrupted and needs immediate investigation regards
2000646,"kindly investigate, An integration between the archive module and the downstream service is failing. user profiles are not being transferred correctly and the issue is affecting several teams.",Highest,kindly investigate an integration between the archive module and the downstream service is failing user profiles are not being transferred correctly and the issue is affecting several teams
2001880,A user is unable to open a specific transactions in the AML screening service. Other users and functions appear to be working normally. Thanks.,Medium,a user is unable to open a specific transactions in the aml screening service other users and functions appear to be working normally thanks
2001296,"please assist, An integration issue is causing selected statements to fail between the payment gateway and another service. The problem is repeatable for affected requests.",High,please assist an integration issue is causing selected statements to fail between the payment gateway and another service the problem is repeatable for affected requests
2001996,"please check, A report in the clearing module takes longer than expected to load for some users. Normal processing can continue while this is investigated. Attached are the relevant details.",Medium,please check a report in the clearing module takes longer than expected to load for some users normal processing can continue while this is investigated attached are the relevant details
2000740,we need your support: An integration between the inward workflow service and the downstream service is failing. clearing messages are not being transferred correctly and the issue is affecting several teams. Regards.,Highest,we need your support an integration between the inward workflow service and the downstream service is failing clearing messages are not being transferred correctly and the issue is affecting several teams regards
2001511,"please check, The mobile banking application is not displaying a field correctly for a small group of users. Please check the configuration and advise. Please advise.",Medium,please check the mobile banking application is not displaying a field correctly for a small group of users please check the configuration and advise please advise
2000023,we need your support: A critical outage is affecting the outward workflow service in the DR environment; the operations team are unable to perform their normal work and queued transactions cannot be processed. Please advise.,Blocker,we need your support a critical outage is affecting the outward workflow service in the dr environment the operations team are unable to perform their normal work and queued transactions cannot be processed please advise
2002056,"please check, Please improve the spacing of fields on the SFTP service form. The current form works but the layout could be cleaner. Kindly check and update.",Low,please check please improve the spacing of fields on the sftp service form the current form works but the layout could be cleaner kindly check and update
2001883,we need your support: The payment gateway is not displaying a field correctly for a small group of users. Please check the configuration and advise. Attached are the relevant details.,Medium,we need your support the payment gateway is not displaying a field correctly for a small group of users please check the configuration and advise attached are the relevant details
2002299,"greetings, A minor formatting issue is visible in the clearing module report. The data and processing are correct. Regards.",Low,greetings a minor formatting issue is visible in the clearing module report the data and processing are correct regards
2002298,The branch application contains a spelling mistake in a non-critical label. Please correct it when convenient. Attached are the relevant details.,Low,the branch application contains a spelling mistake in a non critical label please correct it when convenient attached are the relevant details
2001921,"please assist, A user receives a failed status while performing a specific action in the branch application. The rest of the application is available. Regards.",Medium,please assist a user receives a failed status while performing a specific action in the branch application the rest of the application is available regards
1009327,"greetings please find the attached the image capture log. thanks, ph_user greetings you can verify it in uat or your environment as this case have already been simulated in uat. please find the log as below: ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical thanks, ph_user greetings we understand the severity for ph_technical, but we need to allow some words ph_technical since this is the name of customer and he is not able to use the system. so please help to check this. thanks,  ph_user greetings please include this fix in same version of ph_technical, ph_ip_address .please confirm. thanks, ph_user greetings since this is the issue with only one user currently so if its possible then share us the fix with same current version which is running in production , it would be much appreciated. thanks , ph_user greetings as mentioned the customer name should match the  ph_user  system and bank side ph_technical for the acceptance of the ph_item. keeping the different spelling can be doubtful for the  ph_user  and other purpose. so please check we need to have solution for this issue. thanks, ph_user greetings we have verified the ph_name name in ph_technical is ph_technical now in uat so please let us know if there will be any impact on the current working scenario of image capture page, including ph_technical, other inward flows. thanks, ph_user greetings we will apply by this weekend and let you know. thanks, ph_user greetings we will apply this today and update you. thanks,  ph_user greetings this has been applied to production lets monitor for few days. thanks, ph_user greetings we are not able to upload ph_item from image capture page for specific customer name as “ ph_name , its giving error “ph_technical”, it work fine if we keep name as “ph_name”. same is the case in test site so please check and provide fix for this. thank you, ph_user",Medium,greetings please find the attached the image capture log thanks ph_user greetings you can verify it in uat or your environment as this case have already been simulated in uat please find the log as below ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical thanks ph_user greetings we understand the severity for ph_technical but we need to allow some words ph_technical since this is the name of customer and he is not able to use the system so please help to check this thanks ph_user greetings please include this fix in same version of ph_technical ph_ip_address please confirm thanks ph_user greetings since this is the issue with only one user currently so if its possible then share us the fix with same current version which is running in production it would be much appreciated thanks ph_user greetings as mentioned the customer name should match the ph_user system and bank side ph_technical for the acceptance of the ph_item keeping the different spelling can be doubtful for the ph_user and other purpose so please check we need to have solution for this issue thanks ph_user greetings we have verified the ph_name name in ph_technical is ph_technical now in uat so please let us know if there will be any impact on the current working scenario of image capture page including ph_technical other inward flows thanks ph_user greetings we will apply by this weekend and let you know thanks ph_user greetings we will apply this today and update you thanks ph_user greetings this has been applied to production lets monitor for few days thanks ph_user greetings we are not able to upload ph_item from image capture page for specific customer name as ph_name its giving error ph_technical it work fine if we keep name as ph_name same is the case in test site so please check and provide fix for this thank you ph_user
2001663,"kindly investigate, The outward workflow service is not displaying a field correctly for a small group of users. Please check the configuration and advise. Please advise.",Medium,kindly investigate the outward workflow service is not displaying a field correctly for a small group of users please check the configuration and advise please advise
2002468,"dears, The clearing module contains a spelling mistake in a non-critical label. Please correct it when convenient.",Low,dears the clearing module contains a spelling mistake in a non critical label please correct it when convenient
1007737,greetings grateful for your assistance to unlock the below highlighted user in ph_technical production environment. ph_code,Medium,greetings grateful for your assistance to unlock the below highlighted user in ph_technical production environment ph_code
2000990,"kindly investigate, Multiple user profiles are stuck in clearing module with a authentication error. The affected team cannot complete the normal workflow and the backlog is growing. Thanks.",Highest,kindly investigate multiple user profiles are stuck in clearing module with a authentication error the affected team cannot complete the normal workflow and the backlog is growing thanks
2001216,"please assist, An integration issue is causing selected batches to fail between the branch application and another service. The problem is repeatable for affected requests. Kindly check and update.",High,please assist an integration issue is causing selected batches to fail between the branch application and another service the problem is repeatable for affected requests kindly check and update
1005909,"greetings kindly we need your support here , the  ph_user  team cant find the below user in order to link it with the new created branch . ph_name ph_user the it  ph_user  inform us as the below that the user was created successfully however we still cant find the account . regards",Medium,greetings kindly we need your support here the ph_user team cant find the below user in order to link it with the new created branch ph_name ph_user the it ph_user inform us as the below that the user was created successfully however we still cant find the account regards
1005614,"greetings kindly remind. greetings any update please greetings any update please. greetings any update please greetings as you mentioned the transaction configuration were updated on 5 ph_path , but still there is regional money transfer transactions after the update date. please check the below transaction ph_technical greetings any update please. greetings the configuration is set correctly, the is regional flag should be false to prevent the transfer between regions. this is a bug that should be fixed from your side, it is not a configuration issue from our side. please note that this issue raised since a long time and it should be fixed we cannot wait more. if there is a misunderstanding, let us join a meeting to discuss together. the customer has a profile that is not allowed to transfer between regions but he is still able to transfer money (p2p) between two regions (ph_name and ph_name). below is an example transaction where the customer transferred money from ph_name to ph_name ph_technical ph_technical ph_technical amount ph_technical ph_technical ph_technical ph_name ph_name 2021-12-30 13:31:49.0 ph_technical ph_technical money transfer request ph_technical",High,greetings kindly remind greetings any update please greetings any update please greetings any update please greetings as you mentioned the transaction configuration were updated on 5 ph_path but still there is regional money transfer transactions after the update date please check the below transaction ph_technical greetings any update please greetings the configuration is set correctly the is regional flag should be false to prevent the transfer between regions this is a bug that should be fixed from your side it is not a configuration issue from our side please note that this issue raised since a long time and it should be fixed we cannot wait more if there is a misunderstanding let us join a meeting to discuss together the customer has a profile that is not allowed to transfer between regions but he is still able to transfer money p2p between two regions ph_name and ph_name below is an example transaction where the customer transferred money from ph_name to ph_name ph_technical ph_technical ph_technical amount ph_technical ph_technical ph_technical ph_name ph_name 2021 12 30 13 31 49 0 ph_technical ph_technical money transfer request ph_technical
1008595,greetings shared . best regards . greetings please find the below screen shot for ph_country and ph_technical time zone,Medium,greetings shared best regards greetings please find the below screen shot for ph_country and ph_technical time zone
2000388,we need your support: The production clearing module has stopped responding. multiple branches cannot complete customer-facing transactions and the business process is fully blocked. Please advise.,Blocker,we need your support the production clearing module has stopped responding multiple branches cannot complete customer facing transactions and the business process is fully blocked please advise
2000369,"please check, The core banking system became inaccessible after a service failure. Every attempted reports operation fails for all branches, leaving the business process stopped. Regards.",Blocker,please check the core banking system became inaccessible after a service failure every attempted reports operation fails for all branches leaving the business process stopped regards
2001975,"kindly investigate, Please check the attached example where the branch application shows an unexpected value for certificates. There is currently a workaround. Kindly check and update.",Medium,kindly investigate please check the attached example where the branch application shows an unexpected value for certificates there is currently a workaround kindly check and update
2002132,The AML screening service contains a spelling mistake in a non-critical label. Please correct it when convenient. Attached are the relevant details.,Low,the aml screening service contains a spelling mistake in a non critical label please correct it when convenient attached are the relevant details
